Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Relative Velocity km per sec,Orbit Uncertainity,Minimum Orbit Intersection,Orbital Period,Hazardous
3753857,24.7,0.0305179233,0.0682401509,6.5091556035,5,.0399666,424.5675372698979,False
3422252,22.1,0.1010543415,0.2259643771,3.7472700152,0,.218335,1276.936800809761,False
3266944,25.6,0.0201629919,0.0450858206,5.3833198684,7,.0106174,379.3871509568529,False
3091713,21.2,0.1529519353,0.3420109247,3.6139944014,0,.256524,1638.511649863123,False
3529624,22.9,0.0699125232,0.1563291544,16.6413868181,6,.139184,1090.047418116771,False
2361538,18.6,0.5064714588,1.1325046106,23.8550812822,0,.0656486,548.4682642981471,False
2465617,21.4,0.1394938229,0.3119176705,6.5715412795,0,.0321026,505.6059176417817,True
3070801,22.5,0.0840533402,0.1879489824,6.7385922497,0,.0138531,331.7720474601231,False
3072273,24.8,0.0291443905,0.0651688382,2.947504385,3,.0032375,355.9174909794037,False
3082923,21.6,0.1272198785,0.2844722965,13.839049025,0,.0303541,427.2641079854558,True
3744322,22.6,0.0802703167,0.1794898848,20.5437747773,2,.248486,342.0193590605957,False
3092343,25.3,0.0231502122,0.0517654482,12.7497181135,9,.011159,1099.247351495831,False
3559843,25.1,0.0253837029,0.0567596853,13.9690045936,0,.0255378,275.3331386362622,False
3768018,20.3,0.2315021222,0.5176544822,29.0294147588,5,.311256,527.4356428931004,False
3092346,24.4,0.0350392641,0.0783501764,12.4732904372,8,.0029364,814.0729652372546,False
3092356,20.0,0.2658,0.5943468684,6.6353647713,4,.242684,1539.511081323929,False
3409648,19.7,0.3051792326,0.6824015094,31.8134965877,1,.340435,506.560045273876,False
3771022,25.0,0.02658,0.0594346868,15.0539404514,5,.0126898,387.1664475217875,False
2354030,18.5,0.5303407233,1.1858779086,6.9665184207,0,.0782697,1314.906279099123,False
3549640,26.8,0.0116025908,0.0259441818,12.0240255656,6,.00192973,294.5126454073325,False
3674756,20.2,0.2424124811,0.5420507863,19.0555168521,0,.200098,1176.474282748424,False
3727664,26.6,0.0127219879,0.0284472297,14.0369773878,7,.0254085,508.8290754644224,False
3745113,26.1,0.0160160338,0.0358129403,10.9191622009,6,.029105,300.4876970300288,False
3773837,21.308,0.1455308201,0.3254168065,14.7880843937,4,.133663,344.4041785802231,False
3780786,21.378,0.1409142705,0.3150938878,13.9409246161,4,.239149,421.0276453003469,False
2387871,19.1,0.4023045798,0.8995803882,22.0832762546,0,.117222,1112.3686455861,False
3092415,22.5,0.0840533402,0.1879489824,8.109155113,9,.191272,578.0355559101846,False
3092483,25.1,0.0253837029,0.0567596853,8.3261926404,9,.014091,1371.007542709042,False
2162004,18.2,0.6089126221,1.3615700154,31.6093275563,0,.0578928,307.0898465041557,False
3092385,19.2,0.3841978911,0.8590926012,15.3905097196,0,.0217859,1207.145901933374,True
3092479,21.0,0.1677084622,0.3750075218,14.5373048194,0,.128778,525.2230966302244,False
3143084,24.3,0.0366906138,0.0820427065,12.5917373373,2,.00180294,356.5253930619381,False
3170208,25.3,0.0231502122,0.0517654482,9.0768169684,7,.0121086,348.1043592183946,False
3620670,22.0,0.1058168859,0.2366137501,21.9441092533,1,.0479033,248.4933125101232,False
3733849,28.3,0.0058150704,0.0130028927,15.9701311213,5,.00235268,316.4460098532576,False
3346477,21.7,0.1214940408,0.2716689341,4.4192710134,5,.280408,1838.794279652485,False
3551475,23.7,0.0483676488,0.1081533507,17.6857715016,5,.00748771,251.2068937464952,False
3691589,21.1,0.160160338,0.358129403,7.8066052314,1,.186385,681.9673984173944,False
3102686,19.4,0.3503926411,0.7835017643,18.4864891443,1,.0782646,1113.003650500134,False
3604484,24.6,0.0319561887,0.0714562102,10.6337395545,7,.0161957,399.8026744646618,False
3608936,20.1,0.2538370294,0.5675968529,10.4917310696,0,.0153549,1005.646643623508,True
3781708,26.207,0.015245967,0.0340910187,26.1041603113,6,.00784378,296.6990114692509,False
3102702,20.8,0.1838886721,0.411187571,16.7591412308,6,.161359,1160.739218720847,False
2329390,19.0,0.4212646106,0.9419763057,14.2652633571,0,.265745,1034.723935077569,False
2350713,20.7,0.1925550782,0.4305662442,4.8621430618,0,.137719,571.0585746256131,False
2413123,19.0,0.4212646106,0.9419763057,7.3131092717,0,.206278,1593.578474148391,False
3309287,21.6,0.1272198785,0.2844722965,10.0091033087,5,.0592846,1478.71526325547,False
3619732,23.9,0.04411182,0.0986370281,15.6984645508,7,.0663382,236.5635076704708,False
3102709,25.4,0.022108281,0.0494356193,18.8591045343,8,3.07214E-5,1450.115794555424,False
2011054,17.0,1.0581688593,2.3661375011,7.0410064758,0,.121566,1016.38453602488,False
2416151,20.7,0.1925550782,0.4305662442,9.0057741702,0,.0498954,428.1394607490399,True
2163364,18.8,0.4619074603,1.0328564805,22.2181484799,0,.0264909,582.9299296217683,True
2363163,17.8,0.7320739893,1.6369672047,15.7768583323,0,.14011,1060.78725381268,False
3102700,21.4,0.1394938229,0.3119176705,12.4598948464,6,.080203,672.8670481475552,False
3154513,21.2,0.1529519353,0.3420109247,18.2071157293,0,.158693,337.4528542211346,False
3364640,23.2,0.0608912622,0.1361570015,13.4551008547,6,.0910316,921.5255124713362,False
3398652,19.9,0.2783267681,0.6223575734,22.2252969274,0,.0118426,445.0543952832541,True
3591611,21.1,0.160160338,0.358129403,14.2519115825,0,.0251613,459.0201270252338,True
3701710,20.1,0.2538370294,0.5675968529,20.2369992029,1,.0777111,427.0449313642279,False
2467352,21.3,0.1460679643,0.3266178974,18.2070945222,0,.159331,337.5147058667853,False
3063789,23.9,0.04411182,0.0986370281,10.270861383,6,.0129264,314.1523864062842,False
3102728,20.8,0.1838886721,0.411187571,16.8863397245,0,.00641952,251.135497652446,True
3102762,24.1,0.040230458,0.0899580388,5.8601137836,0,.012946,361.1807278371487,False
3144532,18.8,0.4619074603,1.0328564805,21.2332613657,1,.172999,381.6428186417534,False
3276398,22.1,0.1010543415,0.2259643771,21.0782986507,4,.00469688,342.8138465778937,False
3736405,23.2,0.0608912622,0.1361570015,5.9443281982,5,.125246,1019.740700637633,False
2373579,18.7,0.4836764882,1.0815335068,19.6746328362,0,.179329,635.6961463480669,False
3444300,25.5,0.0211132445,0.0472106499,8.0446669561,7,.00766483,424.530524801116,False
2004660,18.2,0.6089126221,1.3615700154,5.4188485375,0,.00290752,663.4409817098345,True
2416002,20.5,0.2111324448,0.4721064988,17.5395385817,0,.090748,298.966404488153,False
3114020,20.2,0.2424124811,0.5420507863,11.8865609808,1,.175909,1436.715725399718,False
3409651,19.6,0.3195618867,0.7145621017,33.2105210844,1,.175833,807.6068116937344,False
3720978,20.3,0.2315021222,0.5176544822,12.3626768559,0,.0182368,516.2270569581268,True
3092114,26.4,0.0139493823,0.0311917671,10.1546599848,6,.0355467,330.8100879954508,False
3114033,26.9,0.0110803882,0.0247765013,22.363604593,9,.00142906,996.6492646381371,False
3712472,20.9,0.1756123185,0.3926810818,7.2733912402,3,.195459,671.7695464512382,False
3485263,22.7,0.0766575574,0.1714115092,10.0566346658,6,.0465334,267.0056122249443,False
3743123,23.4,0.0555334912,0.1241766613,19.1234295938,0,.051852,365.6050307755489,False
3114037,20.8,0.1838886721,0.411187571,10.2461294919,5,.124748,1327.309790197096,False
3404494,24.2,0.0384197891,0.0859092601,13.2379198073,7,.0167652,271.5100395088535,False
3684008,21.2,0.1529519353,0.3420109247,26.3259464942,6,.0667857,632.7522951838971,False
3768016,23.1,0.063760979,0.1425738833,9.7721484596,3,.000436928,541.6561257592202,False
2334412,20.2,0.2424124811,0.5420507863,7.587485281,0,.188858,510.0141181260258,False
2366470,19.4,0.3503926411,0.7835017643,11.9200165078,0,.233191,620.6116926803154,False
3117427,24.4,0.0350392641,0.0783501764,10.2861022881,5,.000518411,322.7471607475732,False
3117446,24.0,0.0421264611,0.0941976306,9.1810557682,8,.00849026,273.2179503692442,False
3645650,24.0,0.0421264611,0.0941976306,6.9594903259,6,.0951041,496.2260980467263,False
3729843,22.2,0.096506147,0.2157943048,22.1957154506,5,.0640711,1012.967906338076,False
3150768,24.5,0.0334622374,0.0748238376,14.6636971983,5,.0119604,342.3420953155494,False
3114105,22.4,0.0880146521,0.1968067451,12.1611552658,8,.03561,590.6252519856611,False
2163250,15.5,2.1113244479,4.7210649881,20.5867244896,0,.250766,1611.180630515733,False
2191094,20.1,0.2538370294,0.5675968529,23.8730637937,0,.0812265,1123.173104831933,False
2326388,18.2,0.6089126221,1.3615700154,16.049732017,0,.232868,525.2953743197669,False
3117468,22.5,0.0840533402,0.1879489824,14.36361978,1,.0413485,358.9328872268388,False
3274304,22.2,0.096506147,0.2157943048,11.1228531871,0,.0696479,546.4414963367311,False
3092487,21.613,0.1264605239,0.2827743279,8.2313080649,9,.153083,1104.105259442794,False
3117436,24.8,0.0291443905,0.0651688382,10.3930388533,8,.0126299,683.1159086469723,False
2141354,17.4,0.8801465209,1.9680674509,13.0055966713,0,.0913315,1024.797840827644,False
3072196,24.5,0.0334622374,0.0748238376,7.2972643899,6,.025664,359.3413129382192,False
3634614,25.2,0.0242412481,0.0542050786,9.0077180216,6,.0131896,286.4035900113669,False
3092296,24.3,0.0366906138,0.0820427065,6.439325187,7,.00336216,368.9242921416832,False
3601557,23.1,0.063760979,0.1425738833,13.1623518606,0,.028754,614.1893331733105,False
3772698,20.732,0.1897382875,0.4242677089,18.9880795413,4,.360953,783.1216497854732,False
3752903,22.3,0.0921626549,0.2060819612,11.1215462996,3,.204617,340.5686705205546,False
3125003,21.2,0.1529519353,0.3420109247,15.3166548345,0,.00488139,403.0813613943241,True
3144153,20.4,0.2210828104,0.4943561926,16.5723127889,0,.103703,340.95544610612,False
2480922,20.5,0.2111324448,0.4721064988,16.5723185354,0,.10426,340.9410277017988,False
3549392,18.6,0.5064714588,1.1325046106,26.0110182594,0,.0445167,808.8110754032436,True
3634185,20.3,0.2315021222,0.5176544822,18.7136427551,1,.0298212,508.2676054194396,True
3713268,21.5,0.1332155667,0.2978790628,15.6352974176,3,.330539,342.3612076859905,False
3768016,23.1,0.063760979,0.1425738833,16.0113142729,3,.000436928,541.6561257592202,False
3774009,23.174,0.0616247225,0.1377970686,9.9973347247,6,.0952113,608.9602716877233,False
2194386,17.0,1.0581688593,2.3661375011,15.5513835918,0,.121228,1278.851520582208,False
2363267,19.9,0.2783267681,0.6223575734,12.2848995157,0,.0530443,574.650760738493,False
3020976,21.8,0.1160259082,0.2594418179,17.7998516832,7,.0372144,545.1715960620364,True
3068066,26.0,0.0167708462,0.0375007522,12.0164613078,6,.000655736,333.0497170156495,False
3333489,22.2,0.096506147,0.2157943048,9.0590954384,6,.0319295,492.7061250881428,False
3614397,21.2,0.1529519353,0.3420109247,19.216767145,1,.0342766,456.3966859756416,True
2036236,15.9,1.7561231848,3.9268108181,35.4559506179,0,.228225,561.8102559683801,False
3120892,19.4,0.3503926411,0.7835017643,22.7538419584,0,.0202174,2124.308533265664,True
3519519,25.5,0.0211132445,0.0472106499,10.9334724059,7,.0364102,326.7174613732584,False
3691354,25.5,0.0211132445,0.0472106499,6.3326311471,7,.0641647,439.612140441431,False
3120890,19.6,0.3195618867,0.7145621017,19.0643145765,0,.406718,912.7326657090537,False
3746620,23.4,0.0555334912,0.1241766613,26.3552733867,5,.017615,306.0271751954759,False
3455099,26.9,0.0110803882,0.0247765013,9.0046870663,7,.0381734,507.4620107793669,False
2488580,19.6,0.3195618867,0.7145621017,19.0643146114,0,.407205,912.6202778399499,False
3154520,25.2,0.0242412481,0.0542050786,16.6426200327,5,.00540514,343.8614181454677,False
3261402,20.5,0.2111324448,0.4721064988,23.3945650772,1,.172687,393.7728793580704,False
3446242,21.6,0.1272198785,0.2844722965,13.7923685112,0,.0705898,847.4105333918958,False
2481025,20.6,0.2016299194,0.4508582062,23.3945912281,1,.172611,393.7727936911843,False
3762440,24.2,0.0384197891,0.0859092601,5.9589791024,3,.057864,458.8085103820005,False
3127403,21.2,0.1529519353,0.3420109247,11.7887232694,7,.0993396,647.1836096497424,False
3600105,27.5,0.008405334,0.0187948982,5.8270256847,2,.00878432,330.859069656947,False
3686271,18.2,0.6089126221,1.3615700154,29.874592351,2,.0942041,385.5118648642459,False
2472263,18.2,0.6089126221,1.3615700154,29.8745008937,2,.0934943,385.4406998052114,False
2005604,17.2,0.9650614696,2.1579430484,10.5095688787,0,.0331798,326.948552003355,True
3295788,22.1,0.1010543415,0.2259643771,20.4935278678,0,.00222379,573.6928870021904,False
2475016,22.1,0.1010543415,0.2259643771,20.4935265693,0,.00241332,573.4236810264297,False
3127392,19.6,0.3195618867,0.7145621017,16.2749496493,5,.103543,1322.312069892207,False
3127393,20.3,0.2315021222,0.5176544822,5.2397403195,1,.14668,1129.256537895668,False
3672464,24.4,0.0350392641,0.0783501764,9.0871887528,5,.0160037,315.4301376893373,False
3711174,21.8,0.1160259082,0.2594418179,3.6558717778,5,.229674,535.5195828897369,False
2302591,19.7,0.3051792326,0.6824015094,4.871316756,0,.291648,650.8056894966463,False
2459872,23.3,0.058150704,0.130028927,15.8453129506,0,.0323227,368.9861688665313,False
3363697,23.9,0.04411182,0.0986370281,10.1676514524,0,.00422625,297.7690653526021,False
3605885,20.8,0.1838886721,0.411187571,9.9872133486,2,.087694,331.4857054292076,False
3170231,21.6,0.1272198785,0.2844722965,14.5693382398,0,.0212139,438.7768808682202,True
3350632,21.2,0.1529519353,0.3420109247,20.9817048271,0,.0155214,336.4983932191337,True
3449054,22.0,0.1058168859,0.2366137501,3.5215200827,0,.0127543,644.9241463696675,True
2475534,21.2,0.1529519353,0.3420109247,20.9817175264,0,.0152539,336.5384949021297,True
3771017,20.7,0.1925550782,0.4305662442,12.7230562577,4,.115952,370.9239928798369,False
2450203,20.0,0.2658,0.5943468684,10.6548838081,0,.217816,785.4081271788546,False
3703247,22.2,0.096506147,0.2157943048,23.7227909087,5,.0802745,1106.374443429985,False
3725659,24.5,0.0334622374,0.0748238376,13.2546678023,6,.0190277,473.7227842851855,False
2141761,17.2,0.9650614696,2.1579430484,10.5164933113,0,.268042,1510.602428298179,False
2367943,24.0,0.0421264611,0.0941976306,7.7500244088,0,.00172365,317.2224446928078,False
3014792,20.9,0.1756123185,0.3926810818,6.8259844757,0,.112016,495.8886429301609,False
3117446,24.0,0.0421264611,0.0941976306,11.2627314924,8,.00849026,273.2179503692442,False
3131064,18.3,0.5815070396,1.30028927,13.7205349129,0,.29933,974.7397111529248,False
3133157,19.7,0.3051792326,0.6824015094,13.1376534137,0,.0828791,1007.067107857391,False
3552523,24.9,0.0278326768,0.0622357573,12.1408968001,6,.0111526,327.3342228720157,False
3630638,21.6,0.1272198785,0.2844722965,5.5629465078,1,.0937173,579.7632984950272,False
3132128,21.9,0.1108038821,0.2477650126,9.8762322491,6,.0440339,1440.49727636903,True
2363305,21.4,0.1394938229,0.3119176705,4.6064244148,0,.0280978,502.6711313104487,True
3558387,20.6,0.2016299194,0.4508582062,21.3005293606,1,.0439084,592.0751628373572,True
3724113,20.7,0.1925550782,0.4305662442,4.8157474721,5,.275962,1190.933422549027,False
3726511,20.4,0.2210828104,0.4943561926,16.0600827698,6,.0603378,216.7588317773578,False
3134269,25.4,0.022108281,0.0494356193,6.3037095805,7,.0215591,672.5720414185263,False
2387668,20.4,0.2210828104,0.4943561926,16.9560441812,0,.00192041,539.7016778139748,True
2408980,18.6,0.5064714588,1.1325046106,21.7679049727,0,.0822605,624.3290575514474,False
3459484,23.2,0.0608912622,0.1361570015,25.9535335696,7,.0187121,384.2542294687509,False
3648206,23.3,0.058150704,0.130028927,14.7703304883,7,.000251959,210.8007097851987,False
2088710,17.6,0.8027031673,1.7948988478,11.6771105064,0,.196339,399.356318518184,False
3560057,26.2,0.0152951935,0.0342010925,7.8761398673,7,.0374066,409.5284781351569,False
3766334,23.0,0.0667659413,0.1492931834,10.1239326981,6,.0896811,639.4938330035889,False
3603128,22.3,0.0921626549,0.2060819612,15.8109039844,1,.14639,305.447329092136,False
2085640,21.1,0.160160338,0.358129403,9.8906721215,0,.0012263,725.704952844369,True
2387648,19.4,0.3503926411,0.7835017643,14.2559607193,0,.330222,981.9693765912942,False
3134264,20.8,0.1838886721,0.411187571,9.1831587295,2,.140707,347.2333404665642,False
3136733,20.5,0.2111324448,0.4721064988,3.803816516,6,.218403,994.0496700697073,False
3327141,22.1,0.1010543415,0.2259643771,4.7801708977,6,.144088,507.9788745395734,False
2354182,20.7,0.1925550782,0.4305662442,7.2749524702,0,.00658933,447.772717222247,True
2401954,18.8,0.4619074603,1.0328564805,15.7269661954,1,.0160302,274.3613582894533,True
3293790,25.6,0.0201629919,0.0450858206,12.9405803843,5,.0193647,274.9075016586434,False
3758924,20.7,0.1925550782,0.4305662442,5.466562449,5,.350148,729.4146512883008,False
3767262,20.5,0.2111324448,0.4721064988,17.4984450049,6,.15509,596.6333106106565,False
3180147,23.1,0.063760979,0.1425738833,17.707173326,6,.00255923,426.7881117080258,False
3354740,21.2,0.1529519353,0.3420109247,26.2428191308,1,.203793,283.2277826029085,False
3548887,28.0,0.0066765941,0.0149293183,10.9329088235,4,.00193815,337.8959236738614,False
3549618,21.0,0.1677084622,0.3750075218,13.2426247411,0,.0132848,420.1285314271053,True
3603226,20.3,0.2315021222,0.5176544822,18.9420122308,0,.42161,921.1176937993763,False
3613389,23.0,0.0667659413,0.1492931834,15.3663838733,6,.00548085,332.8105207456754,False
2495168,20.3,0.2315021222,0.5176544822,18.9420121871,0,.42161,921.1176938080113,False
2283729,17.9,0.6991252322,1.5632915441,9.5862320907,0,.350515,653.2766680275071,False
2450237,22.9,0.0699125232,0.1563291544,5.4845373679,0,.00281993,317.5310782060682,False
3576629,20.3,0.2315021222,0.5176544822,11.1992239451,0,.19422,1637.111439900836,False
3725757,25.7,0.0192555078,0.0430566244,5.7975172314,4,.00399468,433.2028320476712,False
3065824,20.6,0.2016299194,0.4508582062,16.474238544,2,.120206,381.730667116645,False
3170202,20.3,0.2315021222,0.5176544822,12.1678228053,0,.121209,327.7195514182952,False
3519453,27.0,0.0105816886,0.023661375,6.6640585779,6,.00406748,489.5668790035197,False
2154302,17.6,0.8027031673,1.7948988478,19.3221755087,0,.0399452,823.5269435528639,True
3408650,26.6,0.0127219879,0.0284472297,9.0025617982,6,.00780003,308.6784703795121,False
3467314,21.4,0.1394938229,0.3119176705,4.3642681335,0,.054794,520.0914247115719,False
2470975,21.4,0.1394938229,0.3119176705,4.3642759666,0,.0572285,520.0716263365472,False
3764727,28.8,0.0046190746,0.0103285648,10.5317025815,7,.0033147,298.0788472742083,False
2417201,19.7,0.3051792326,0.6824015094,18.7697487495,0,.239048,543.7875240083606,False
3690051,20.3,0.2315021222,0.5176544822,12.3305774877,2,.0052176,483.6614305799647,True
2302169,19.9,0.2783267681,0.6223575734,30.7308686971,0,.026816,259.7797441108315,True
2345705,18.6,0.5064714588,1.1325046106,21.6454340946,0,.0795334,245.3092395762557,False
2434188,18.8,0.4619074603,1.0328564805,16.8834568176,0,.0335533,770.9733416749539,True
3145501,18.6,0.5064714588,1.1325046106,17.4951846828,0,.429687,849.1111122755176,False
3307228,21.2,0.1529519353,0.3420109247,20.8547273319,0,.0278008,281.7243356844349,True
3646599,19.5,0.3346223745,0.7482383761,27.462053318,1,.0237275,343.323216608476,True
3759293,23.6,0.0506471459,0.1132504611,13.2957117228,6,.00828972,324.9404732467929,False
2474425,18.8,0.4619074603,1.0328564805,17.4951895549,0,.430723,848.999605671558,False
2482796,19.5,0.3346223745,0.7482383761,27.4620496805,1,.0242684,343.3163948115964,True
2152754,19.1,0.4023045798,0.8995803882,16.8689768282,0,.0188434,474.7037032199969,True
2345722,18.2,0.6089126221,1.3615700154,24.6871399436,1,.0865455,277.4556632516303,False
2441304,20.9,0.1756123185,0.3926810818,2.7981866742,1,.269609,601.7267911056591,False
3025766,22.1,0.1010543415,0.2259643771,30.1699876617,0,.00767126,533.0107782097747,True
3276398,22.1,0.1010543415,0.2259643771,9.2270186166,4,.00469688,342.8138465778937,False
3309832,24.6,0.0319561887,0.0714562102,9.181942559,7,.0155322,271.7149703413027,False
3627109,27.3,0.0092162655,0.0206081961,13.4732104307,7,.0250292,460.9476117039286,False
3674659,23.6,0.0506471459,0.1132504611,8.6924878189,5,.00695551,494.6070903344091,False
3147550,25.5,0.0211132445,0.0472106499,10.940344087,9,.0521375,1114.464969066807,False
2052381,20.0,0.2658,0.5943468684,1.3966743579,0,.168807,527.8860185963384,False
2267221,19.8,0.2914439045,0.6516883822,35.1300407011,0,.00864628,386.8704956796536,True
3102762,24.1,0.040230458,0.0899580388,5.8346965609,0,.012946,361.1807278371487,False
3449126,20.7,0.1925550782,0.4305662442,10.8168101657,0,.19921,425.1088637963063,False
2481965,20.7,0.1925550782,0.4305662442,10.8168084704,0,.199193,425.1155178397299,False
2208115,20.7,0.1925550782,0.4305662442,12.554365567,0,.0133526,541.0484241548024,True
2267720,18.9,0.4411182,0.9863702813,22.554767577,0,.0497275,591.5953511267979,True
3005969,22.3,0.0921626549,0.2060819612,17.5083236739,1,.00192739,240.4582931538835,False
3739413,22.9,0.0699125232,0.1563291544,33.0369844549,6,.0187748,266.2356980837815,False
3766361,22.5,0.0840533402,0.1879489824,14.9578959426,5,.00229126,571.0922627229985,False
2250458,18.0,0.6676594135,1.4929318344,31.8984817535,0,.0888206,375.4673869951035,False
3423027,22.6,0.0802703167,0.1794898848,4.9623999607,2,.104347,443.7742470610794,False
3448069,22.8,0.0732073989,0.1636967205,11.6676895301,0,.0164537,1092.895640506176,False
3552523,24.9,0.0278326768,0.0622357573,7.9627594244,6,.0111526,327.3342228720157,False
3616699,24.2,0.0384197891,0.0859092601,5.2395818336,5,.115322,527.1624585991442,False
3463371,20.8,0.1838886721,0.411187571,16.8228416929,1,.113249,318.4950216186122,False
2405189,20.6,0.2016299194,0.4508582062,7.2686054623,0,.236171,559.3236718536417,False
3689018,26.0,0.0167708462,0.0375007522,16.77359839,7,.0440399,272.808983244278,False
3558379,28.5,0.0053034072,0.0118587791,21.1171509193,6,.00167536,560.6105735399751,False
3638286,24.9,0.0278326768,0.0622357573,24.996366092,7,.00757691,323.226620523982,False
3743123,23.4,0.0555334912,0.1241766613,18.4350042078,0,.051852,365.6050307755489,False
2163691,17.0,1.0581688593,2.3661375011,26.4754152571,0,.351117,1370.41707526217,False
3050514,24.1,0.040230458,0.0899580388,16.7700342807,0,.00866404,784.4350263619641,False
3371362,19.8,0.2914439045,0.6516883822,18.748295448,6,.133162,1408.643721928423,False
3522123,20.8,0.1838886721,0.411187571,11.1737357959,0,.0358855,314.1655407115817,True
2468727,20.8,0.1838886721,0.411187571,11.1737356635,0,.0343851,314.1557776629186,True
3772396,20.62,0.1997813652,0.4467247133,14.8070243969,5,.0225268,563.3094545225465,True
3136736,21.6,0.1272198785,0.2844722965,3.9071595337,0,.0516147,467.8970849457046,False
3267065,22.8,0.0732073989,0.1636967205,12.1624946994,2,.0293221,373.9401232210299,False
3388356,22.7,0.0766575574,0.1714115092,14.2147548707,0,.152437,609.1447396368023,False
2488615,21.6,0.1272198785,0.2844722965,3.9071595586,0,.0524467,467.9129458463167,False
3117468,22.5,0.0840533402,0.1879489824,11.6909412915,1,.0413485,358.9328872268388,False
3608622,24.3,0.0366906138,0.0820427065,20.2914670772,7,.077424,299.7934755168271,False
3602933,22.3,0.0921626549,0.2060819612,5.3111412306,2,.0434183,468.8086223706401,False
2026379,18.0,0.6676594135,1.4929318344,19.2897373948,1,.130923,743.3233108310145,False
3151655,22.4,0.0880146521,0.1968067451,14.4206870471,1,.00341163,227.8312397941655,False
3712947,26.1,0.0160160338,0.0358129403,16.0913237488,7,.00957269,200.0254608038369,False
3736406,22.2,0.096506147,0.2157943048,12.0252655178,5,.207276,316.8068657755614,False
3143112,21.6,0.1272198785,0.2844722965,11.0905284064,1,.156839,559.6452050168231,False
3151654,19.0,0.4212646106,0.9419763057,19.9245259418,0,.427006,1023.533492978311,False
3152322,24.7,0.0305179233,0.0682401509,7.5613509831,7,.0140273,538.1103022299473,False
3409432,19.7,0.3051792326,0.6824015094,19.2000411795,0,.317019,910.1650925583451,False
3590077,19.3,0.3669061375,0.8204270649,19.8020743176,1,.0528973,253.4612987325434,False
3591267,18.2,0.6089126221,1.3615700154,41.0152049136,1,.0871696,767.73875667426,False
2488640,19.0,0.4212646106,0.9419763057,19.9245355179,0,.428167,1023.462768644692,False
3608565,22.1,0.1010543415,0.2259643771,13.1427323473,7,.0752988,447.7384780566896,False
2264993,20.4,0.2210828104,0.4943561926,8.6772297171,0,.0446249,589.2408903167286,True
2293054,18.4,0.5553349116,1.2417666126,22.188004793,0,.0918099,1471.949854630369,False
2350462,22.1,0.1010543415,0.2259643771,3.4578231653,0,.0963089,456.9107959661066,False
3152308,20.6,0.2016299194,0.4508582062,28.0063618224,0,.208414,595.1843136886561,False
3562320,25.6,0.0201629919,0.0450858206,9.9895434725,7,.024568,292.993820551631,False
3717082,21.0,0.1677084622,0.3750075218,15.5142339793,4,.0214934,488.7464242218365,True
2467347,20.6,0.2016299194,0.4508582062,28.0063495086,0,.209354,595.1644449946381,False
3753024,22.9,0.0699125232,0.1563291544,5.9469912737,3,.0351164,339.0942471535946,False
3672907,21.0,0.1677084622,0.3750075218,9.0779823319,3,.0607186,285.3789788338696,False
2085990,20.2,0.2424124811,0.5420507863,7.3985946953,0,.0311616,369.7020551984641,True
3582516,21.7,0.1214940408,0.2716689341,7.904816096,1,.0354341,476.0472787403519,True
3720440,22.0,0.1058168859,0.2366137501,25.4015765822,3,.0315366,254.1823643012567,True
3166087,24.6,0.0319561887,0.0714562102,5.9616273727,7,.0283618,479.3645523933826,False
3563424,22.9,0.0699125232,0.1563291544,8.4681911536,6,.151816,970.0968092930916,False
3026912,25.3,0.0231502122,0.0517654482,5.7507562566,5,.00435013,374.6589183614882,False
3770988,23.3,0.058150704,0.130028927,9.390630259,4,.0301707,302.9495554683795,False
2171819,18.3,0.5815070396,1.30028927,6.0120696553,0,.28057,668.1269854106026,False
2455415,21.2,0.1529519353,0.3420109247,4.2946646385,0,.06141,530.0747869527149,False
3376345,25.4,0.022108281,0.0494356193,10.7132696592,6,.00193145,357.5352221884518,False
3563857,22.1,0.1010543415,0.2259643771,11.7260671762,5,.028205,974.0193205933115,False
3763268,26.2,0.0152951935,0.0342010925,18.4796969577,5,.00656961,457.0702859295817,False
2141484,16.4,1.3949382293,3.1191767052,10.8523806611,0,.152107,290.2381576341548,False
3036363,23.7,0.0483676488,0.1081533507,8.5946613634,0,.0160056,268.8265112225945,False
3182829,19.7,0.3051792326,0.6824015094,17.3824895152,1,.106311,344.1309398018544,False
3276601,20.4,0.2210828104,0.4943561926,14.072076023,0,.0735488,257.0582184277254,False
3560773,20.8,0.1838886721,0.411187571,25.2929758285,0,.113472,433.8506953895454,False
3634713,26.5,0.0133215567,0.0297879063,14.9257379906,4,.0201697,1207.365670917767,False
3669253,18.9,0.4411182,0.9863702813,13.5600031355,1,.00780919,286.6550638939651,True
3735678,23.3,0.058150704,0.130028927,16.538628419,6,.0485347,276.1376932132466,False
3764726,26.0,0.0167708462,0.0375007522,5.2102489014,2,.00367107,340.2977932212168,False
2488803,20.4,0.2210828104,0.4943561926,14.0720770219,0,.072888,257.0188530571775,False
3275512,20.0,0.2658,0.5943468684,16.3262293272,1,.0141525,706.0076811875358,True
3409961,21.2,0.1529519353,0.3420109247,11.466870455,0,.00300594,921.9196234010238,True
3529626,25.7,0.0192555078,0.0430566244,14.3724757299,7,.0239186,283.0643359566189,False
3619726,22.8,0.0732073989,0.1636967205,4.9269328586,3,.0216763,526.4075178931737,False
3715468,28.4,0.0055533491,0.0124176661,9.6045709041,6,.000380249,991.38287393771,False
